tier,tier_label,n,iteration,format,compression,encoded_bytes,payload_bytes,framing_overhead_bytes,git_sha
2,branching-arith-medium,1000,664,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,664,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,664,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,665,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,665,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,665,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,666,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,666,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,666,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,667,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,667,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,667,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,668,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,668,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,668,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,669,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,669,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,669,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,670,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,670,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,670,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,671,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,671,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,671,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,672,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,672,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,672,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,673,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,673,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,673,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,674,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,674,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,674,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,675,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,675,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,675,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,676,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,676,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,676,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,677,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,677,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,677,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,678,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,678,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,678,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,679,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,679,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,679,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,680,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,680,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,680,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,681,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,681,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,681,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,682,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,682,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,682,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,683,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,683,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,683,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,684,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,684,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,684,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,685,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,685,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,685,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,686,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,686,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,686,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,687,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,687,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,687,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,688,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,688,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,688,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,689,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,689,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,689,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,690,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,690,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,690,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,691,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,691,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,691,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,692,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,692,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,692,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,693,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,693,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,693,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,694,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,694,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,694,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,695,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,695,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,695,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,696,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,696,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,696,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,697,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,697,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,697,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,698,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,698,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,698,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,699,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,699,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,699,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,700,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,700,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,700,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,701,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,701,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,701,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,702,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,702,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,702,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,703,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,703,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,703,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,704,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,704,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,704,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,705,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,705,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,705,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,706,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,706,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,706,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,707,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,707,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,707,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,708,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,708,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,708,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,709,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,709,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,709,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,710,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,710,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,710,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,711,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,711,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,711,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,712,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,712,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,712,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,713,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,713,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,713,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,714,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,714,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,714,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,715,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,715,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,715,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,716,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,716,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,716,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,717,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,717,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,717,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,718,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,718,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,718,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,719,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,719,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,719,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,720,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,720,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,720,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,721,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,721,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,721,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,722,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,722,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,722,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,723,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,723,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,723,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,724,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,724,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,724,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,725,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,725,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,725,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,726,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,726,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,726,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,727,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,727,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,727,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,728,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,728,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,728,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,729,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,729,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,729,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,730,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,730,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,730,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,731,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,731,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,731,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,732,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,732,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,732,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,733,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,733,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,733,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,734,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,734,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,734,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,735,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,735,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,735,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,736,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,736,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,736,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,737,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,737,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,737,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,738,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,738,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,738,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,739,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,739,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,739,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,740,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,740,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,740,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,741,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,741,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,741,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,742,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,742,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,742,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,743,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,743,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,743,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,744,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,744,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,744,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,745,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,745,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,745,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,746,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,746,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,746,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,747,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,747,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,747,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,748,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,748,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,748,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,749,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,749,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,749,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,750,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,750,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,750,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,751,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,751,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,751,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,752,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,752,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,752,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,753,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,753,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,753,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,754,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,754,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,754,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,755,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,755,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,755,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,756,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,756,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,756,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,757,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,757,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,757,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,758,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,758,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,758,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,759,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,759,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,759,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,760,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,760,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,760,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,761,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,761,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,761,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,762,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,762,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,762,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,763,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,763,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,763,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,764,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,764,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,764,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,765,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,765,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,765,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,766,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,766,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,766,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,767,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,767,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,767,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,768,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,768,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,768,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,769,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,769,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,769,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,770,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,770,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,770,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,771,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,771,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,771,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,772,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,772,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,772,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,773,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,773,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,773,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,774,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,774,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,774,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,775,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,775,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,775,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,776,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,776,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,776,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,777,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,777,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,777,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,778,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,778,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,778,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,779,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,779,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,779,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,780,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,780,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,780,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,781,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,781,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,781,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,782,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,782,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,782,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,783,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,783,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,783,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,784,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,784,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,784,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,785,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,785,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,785,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,786,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,786,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,786,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,787,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,787,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,787,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,788,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,788,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,788,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,789,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,789,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,789,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,790,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,790,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,790,literal,gzip,131,106,25,99e8202
2,branching-arith-medium,1000,791,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,791,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,791,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,792,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,792,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,792,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,793,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,793,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,793,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,794,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,794,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,794,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,795,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,795,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,795,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,796,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,796,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,796,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,797,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,797,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,797,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,798,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,798,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,798,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,799,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,799,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,799,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,800,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,800,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,800,literal,gzip,128,103,25,99e8202
2,branching-arith-medium,1000,801,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,801,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,801,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,802,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,802,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,802,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,803,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,803,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,803,literal,gzip,130,105,25,99e8202
2,branching-arith-medium,1000,804,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,804,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,804,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,805,compact,none,33,4,29,99e8202
2,branching-arith-medium,1000,805,literal,none,150,125,25,99e8202
2,branching-arith-medium,1000,805,literal,gzip,129,104,25,99e8202
2,branching-arith-medium,1000,806,compact,none,33,4,29,99e8202
